"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
NA,NA,NA,NA,NA,114040245.7,132758395.4,139030445.6,160819286.6,161211289.7,179080099.3,197523179.2,270818555.8,433092003.6,1073577086,1168304306,1423061357,1732721161,1941600704,2803780006,4928824958,4366213850,4264252336,3844723142,3782523088,3523612563,2358592817,2754463438,2690717551,2985467979,3520551724,3701667053,4183548189,4105706152,4087337960,4734020037,5115602837,5197332974,4051147228,4.6e+09,6001153306,5601090584,5843329108,6557333085,7872333215,9531402848,11470703002,12247694247,14393099069,10732366286,13707370737,18525319978,19047940301,18093829923,17098342541,12930394938,11400854268,12128104859,13567351175,13469422959,12005825770,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128717410.9,139150441.3,141366534.5,156687192.1,160459970.5,163272314.8,191230747.1,242770861.6,272241005.2,264725207,287658184,240319995.6,240215763.9,225998091.2,258985597.7,290464801.1,303435517.9,352260952.9,363452787.2,399268801.7,424464089.9,461444513.7,520849551.5,604041957.9,682523857,796938120.2,874989895.6,1168308517,1227808791,1234014292,1547991318,1777101317,1781281282,1756215665,1907090813,2003598213,2158972129,2450364928,2446866405,2535657069,2315437338,NA
30412308.99,32902336.64,35643207.63,38091150.57,41613969.05,45790869.75,51464435.15,58646443.51,66248256.62,77356914.08,96245114.46,127456485.1,164466873.7,244129088,306033848.4,355172413.8,372010119.6,451603325.4,590376720.6,819877300.6,1060923829,1073861599,1014907255,1172258182,1240796365,1114764007,1392634772,1965274882,2644536804,3083800685,3790567052,3942792837,4146513722,4160086253,4259330999,4730611067,4847752843,5020214747,4790458837,5484257417,5788329609,5489608300,5438857107,7511582173,8957467707,9918907108,10137883299,10939053365,10945070442,10267133178,12786654498,15351972361,14380004175,14901750991,15654660710,13578754072,15082578065,16088437675,16914245098,16593720656,15061922802,NA
112155598.9,123134584.5,124482748.9,129379097.9,142025069.5,150574816.3,157930041.9,163820538.9,191767437,188039191.3,189106554.5,201450768.4,230317908,271183061.4,281398668.2,378660016.3,451152450,507298120.7,610578523.8,700764892.7,797048028.8,694803502.7,748312283.7,658679394.9,637820620.7,864849765.1,1122265026,1200991826,1264899368,1233930277,1440711396,1377375031,1411917558,1278781167,851174350.6,1115389732,1007791186,937741468,967338348.7,999477510.7,914500299.1,931833302.8,991387870.1,1139754799,1270080251,1337362392,1460561215,1697565949,1985240986,2059094048,2142591376,2437982840,2510126699,1691544192,1894813505,1695825708,1825018191,2072349794,2220978978,2220307369,2380087758,NA
40461721693,40934952064,42227447632,45029988561,49377522897,54515179581,61088384037,65668655501,71829810520,79148411662,87896095320,99271961775,1.13083e+11,1.31322e+11,1.60409e+11,1.73834e+11,2.06576e+11,2.11612e+11,2.18633e+11,2.43072e+11,2.73854e+11,3.06215e+11,3.13507e+11,3.40548e+11,3.55373e+11,3.64756e+11,3.77438e+11,4.31317e+11,5.07354e+11,5.65056e+11,5.9393e+11,6.10328e+11,5.92388e+11,5.77171e+11,5.78139e+11,6.04032e+11,6.28546e+11,6.54987e+11,6.34e+11,6.78412e+11,7.44773e+11,7.38982e+11,7.60649e+11,8.95541e+11,1.02669e+12,1.17311e+12,1.31926e+12,1.46882e+12,1.55299e+12,1.37463e+12,1.61734e+12,1.79333e+12,1.82837e+12,1.8466e+12,1.80575e+12,1.55651e+12,1.52799e+12,1.64927e+12,1.72533e+12,1.74202e+12,1.64542e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56336e+11,2.42729e+11,2.59967e+11,2.74116e+11,3.10947e+11,3.93353e+11,4.16122e+11,4.10087e+11,4.488e+11,4.34972e+11,4.28307e+11,4.68825e+11,5.28393e+11,6.34139e+11,7.63216e+11,8.8685e+11,1.00293e+12,1.26681e+12,1.53296e+12,1.2909e+12,1.31817e+12,1.44934e+12,1.35332e+12,1.42276e+12,1.46593e+12,1.29306e+12,1.32156e+12,1.46453e+12,1.64546e+12,1.67386e+12,1.65325e+12,NA
9522746719,10712712465,11879982759,13063643796,14480556572,15346741670,16480058705,17740013179,18942729779,20524886616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22661e+11,1.12339e+11,1.1514e+11,1.14731e+11,1.09547e+11,1.11074e+11,1.59224e+11,1.99404e+11,2.15722e+11,2.08281e+11,2.65987e+11,2.69128e+11,2.80157e+11,2.72466e+11,3.01628e+11,3.53133e+11,3.40471e+11,2.95121e+11,3.03882e+11,2.9852e+11,2.79841e+11,2.87227e+11,3.10176e+11,3.63063e+11,4.05531e+11,4.20545e+11,4.43802e+11,4.93537e+11,5.70304e+11,5.582e+11,6.03434e+11,7.22038e+11,6.9211e+11,7.12748e+11,7.34397e+11,7.0215e+11,6.95601e+11,7.04479e+11,7.35539e+11,7.31767e+11,7.52248e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.11e+09,4609727273,5416272727,5668187500,5982347826,6026593750,7072641026,7013196078,7167086957,8377093023,9126309735,10884114754,11853817308,16836261173,16210404184,7622217352,10341925249,13962893422,15989933708,21803696985,29036709872,34509878044,25325893206,20355959237,19622527480,17702885394,18891048819,22255407685,26040229793,29885685143,33113887818,37834793730,45964327559,49297773130,57008425296,73447063319,78039572222,84952360922,81577430181,75173794497,77860932152,70979923960,69736811435,75643459840,99210392858,1.22965e+11,1.54788e+11,1.73606e+11,1.79638e+11,1.72389e+11,2.18538e+11,2.52252e+11,2.67122e+11,2.78384e+11,2.60542e+11,2.43919e+11,2.5044e+11,2.77035e+11,2.97572e+11,2.79385e+11,2.5294e+11,NA
59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,1.13688e+11,1.38544e+11,1.44182e+11,1.63432e+11,1.5394e+11,1.74938e+11,1.49541e+11,1.78281e+11,1.91149e+11,1.95866e+11,2.0509e+11,2.30687e+11,2.59947e+11,3.09488e+11,3.00758e+11,2.72973e+11,3.12354e+11,3.47768e+11,3.60858e+11,3.83373e+11,4.26916e+11,4.44731e+11,5.64325e+11,7.34548e+11,8.63747e+11,9.61604e+11,1.02904e+12,1.094e+12,1.21135e+12,1.3394e+12,1.47055e+12,1.66029e+12,1.95535e+12,2.28597e+12,2.75213e+12,3.55034e+12,4.59431e+12,5.1017e+12,6.08716e+12,7.5515e+12,8.53223e+12,9.57041e+12,1.04757e+13,1.10616e+13,1.12333e+13,1.23104e+13,1.38948e+13,1.42799e+13,1.47227e+13,NA
546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034,1082922892,1281281246,1361360157,1455482990,1584128262,1849400600,2508421235,3070151901,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,18071153890,18047557172,19619653924,18870992456,16577533355,16810536884,18054384023,21251755294,23510577108,24036917017,25281414473,28760092035,34078243426,33886814907,34936305297,36693712825,36302305578,42760237561,48843008580,45814637971,47964234560,51588158718,58011466451,58539424930,61348579465,NA
614206071,652777613.6,694247725.5,718320701.4,776650126.2,814083378.5,851112662.7,936175404.6,1046191192,1100551379,1151217147,1236941201,1498252050,1901393216,2157415246,2857037371,2898089929,3394663844,4662851757,5919004207,6674567625,6610937473,6611255018,6870200659,7311937457,8544809794,11857056336,13049658331,12236058143,11012566161,12314482085,11840192674,12071775381,16181813512,8902446188,10864773037,11093539497,10789457915,11298144512,11565827386,10566578953,10953485244,12417251816,15970315751,18826215278,19509850837,20910513975,23928251334,27715144580,27932971683,27507499709,30630912185,30155064574,33728622819,36386546918,32210232912,33814337900,36098550142,39973839065,39670977333,40804449726,NA
3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9633911368,8227200892,10706246371,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,47146004587,50400747050,48716960860,NA
131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853593,2933222714,2684323424,1769365425,2116003978,2540697688,2322718991,1949481297,2353909564,3227927593,2796704577,3034251042,3503723245,4656975223,6647357442,8065134528,8771102025,11602893043,9684321633,13135580695,15634897273,17693924573,17953617927,17889079958,11885478502,10215989995,11090177747,13670036996,12750339023,10187122341,NA
4031152977,4540447761,4955543963,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894411352,34942489684,36373307085,39212550050,39540080200,47844090710,49175565911,58418985443,66446804803,81703500846,92507279383,97160109278,1.0666e+11,98443739941,86186158685,99886577331,98211749596,97963003805,94641378693,1.17082e+11,1.45619e+11,1.61619e+11,2.06182e+11,2.42187e+11,2.32398e+11,2.86563e+11,3.34944e+11,3.70921e+11,3.82116e+11,3.81112e+11,2.93482e+11,2.82825e+11,3.11884e+11,3.34198e+11,3.2343e+11,2.71438e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212218226.4,196349967.7,184008995.6,191621958.4,184697210,196726077.1,279197696.8,337525870.6,356500026.7,341476764,429622147.7,424108796.6,457388578.9,452881443.1,319189200.4,398461789.6,396053797.6,364445589.7,370106776,382454989.9,351136568.4,378512003.4,425964697.4,546885185,633706149.3,653845122.9,698431827.7,795673128.5,915659192.8,905341090.6,907978723.5,1023086184,1015843369,1116224161,1149587652,966029542,1012835518,1077439663,1188797575,1192559739,1235400352,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063,1513933983,1789333749,1711817182,1664310770,1865915544,1741809809,1850470042,1859898513,1596800287,1662998678,1768319144,1966503223,1981845741,1703698677,NA
507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564044017,9582866263,10486784805,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745712007,37658614803,42762617082,47231651863,50949672206,52016408951,56441917653,58847016045,60516043590,62420165100,64072870932,61846895121,NA
1880306125,2038301741,2153895648,2290313588,2470264540,2660946063,2888647978,3102515476,3083590687,3359706536,3695257613,4017606923,4639299319,5076285828,6595605183,7706760555,7932122921,9210482686,9433651129,10835423670,13495267730,14890317368,16517827317,16735576444,15982827317,15814747523,14441278728,15521747480,16459864447,16872897191,18011678552,17878504939,17575413724,19033356758,20014967687,22072783646,24081792639,28202808369,30129171334,31944649113,34218221461,35249133311,36990732762,39545920854,43259612458,48918948094,55671360538,61875369660,70340114413,59411440870,64524447018,69668271733,72051115324,73345409464,74470922980,73243299833,69598702058,71693634217,75312833438,76173669481,66039332389,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,3.8203e+10,42643836100,52742800000,58603900000,60806300000,6.208e+10,6.4328e+10,6.899e+10,7.3141e+10,7.7148e+10,8.0656e+10,8.7133e+10,9.137e+10,9.6851e+10,1.0005e+11,1.03428e+11,1.07352e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3038699609,3131096089,3147616201,3158406034,3151910782,3122287933,3116610112,3127908045,3101787709,2595821709,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200439458,4466438858,4586114125,4281868715,4156990760,4186223809,4291159006,4405954638,4563017881,4708336733,4909498980,5166467299,5522625585,5935769351,5591623665,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23156850007,19842404305,20953442550,22870833710,25522671233,25758357775,24612646488,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,1.0009e+11,1.19814e+11,1.37143e+11,1.56264e+11,1.90184e+11,2.36816e+11,2.07434e+11,2.0907e+11,2.29563e+11,2.08858e+11,2.11686e+11,2.09359e+11,1.88033e+11,1.96272e+11,2.18629e+11,2.4895e+11,2.52498e+11,2.45339e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15838e+11,2.49985e+11,2.99802e+11,3.98374e+11,4.45303e+11,4.90637e+11,5.19754e+11,6.00498e+11,7.4047e+11,8.81345e+11,9.50291e+11,8.00472e+11,7.76576e+11,7.70684e+11,7.25111e+11,7.32535e+11,1.04626e+12,1.29818e+12,1.40123e+12,1.39897e+12,1.77167e+12,1.86895e+12,2.13157e+12,2.07132e+12,2.20507e+12,2.58579e+12,2.49724e+12,2.21199e+12,2.23899e+12,2.19495e+12,1.94798e+12,1.94579e+12,2.07848e+12,2.50164e+12,2.81435e+12,2.84686e+12,2.9947e+12,3.42558e+12,3.74526e+12,3.41126e+12,3.39967e+12,3.74931e+12,3.52714e+12,3.7338e+12,3.88909e+12,3.35759e+12,3.46985e+12,3.69085e+12,3.97729e+12,3.88833e+12,3.84641e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340989528,NA,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2430274292,2603540257,2751445574,3012803457,3324615549,3384385217,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,519837037,550622222.2,611537037,504214814.8,NA
NA,NA,NA,NA,NA,NA,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,1.09414e+11,1.15553e+11,1.12409e+11,1.38247e+11,1.39225e+11,1.52916e+11,1.43196e+11,1.56162e+11,1.85007e+11,1.87632e+11,1.73538e+11,1.76992e+11,1.77965e+11,1.64159e+11,1.64791e+11,1.78635e+11,2.18096e+11,2.51373e+11,2.64467e+11,2.82885e+11,3.19423e+11,3.53361e+11,3.21241e+11,3.21995e+11,3.44003e+11,3.27149e+11,3.43584e+11,3.52994e+11,3.02673e+11,3.13116e+11,3.32121e+11,3.56841e+11,3.47561e+11,3.56085e+11,NA
672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,1.1594e+10,5044592945,6122198120,5826987099,5374314928,6686593060,7073675545,9824498183,11605382504,13081042400,14644711385,16637370839,18241691857,20017480055,21672231761,22136621337,24305717542,25601765401,27137508657,21403167848,22322395368,35777570136,37879869898,43965420072,48122547177,48261033298,53860175556,58029750746,60681537196,62682163837,67179914027,71164825257,75704720190,79997975622,85555378043,88941299734,78844702329,NA
2723593385,2434727330,2001428328,2702960118,2909292864,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6766766611,8707847924,13210029612,15557934268,17728347375,20971901273,26364491313,33243422158,42346380831,44348672668,45207088716,48801369800,53698278906,57937868670,63692238160,66746396416,59089067187,55634414465,62048562947,45715614560,48003078389,49945599429,42543178042,41764315330,46941582519,48177612042,48187747529,48640653469,54790392746,54744712815,56760355865,67863828413,85332581189,1.03198e+11,1.17027e+11,1.34977e+11,1.71001e+11,1.37211e+11,1.61207e+11,2.00013e+11,2.09059e+11,2.09755e+11,2.1381e+11,1.65979e+11,1.60034e+11,1.70097e+11,1.74911e+11,1.71767e+11,1.45009e+11,NA
81340099380,71608358396,65391067390,70837966442,81755910516,95172561308,1.04069e+11,1.00998e+11,1.0227e+11,1.14786e+11,1.27477e+11,1.37053e+11,1.55433e+11,1.95568e+11,2.21236e+11,2.48644e+11,2.5267e+11,2.91627e+11,2.82799e+11,3.27607e+11,3.78094e+11,4.03616e+11,4.23756e+11,4.43911e+11,4.8098e+11,5.26413e+11,5.25115e+11,5.19023e+11,5.75578e+11,6.22474e+11,6.67307e+11,7.23781e+11,8.112e+11,8.90446e+11,1.07151e+12,1.32202e+12,1.51834e+12,1.57192e+12,1.43166e+12,1.57556e+12,1.73454e+12,1.84732e+12,2.0442e+12,2.31161e+12,2.68221e+12,3.10671e+12,3.74056e+12,4.72762e+12,5.97867e+12,6.48436e+12,7.85794e+12,9.60821e+12,1.07191e+13,1.18283e+13,1.27512e+13,1.32812e+13,1.35602e+13,1.48193e+13,1.6575e+13,1.71354e+13,1.74489e+13,NA
1.56738e+11,1.57588e+11,1.62345e+11,1.72191e+11,1.97296e+11,2.13681e+11,2.10842e+11,2.21487e+11,2.39948e+11,2.67751e+11,2.83065e+11,3.06377e+11,3.35247e+11,4.28476e+11,6.00191e+11,6.45245e+11,7.05466e+11,7.88516e+11,8.75752e+11,1.06519e+12,1.32542e+12,1.48044e+12,1.40859e+12,1.41756e+12,1.40791e+12,1.44901e+12,1.46096e+12,1.46969e+12,1.54255e+12,1.57231e+12,1.84552e+12,1.95101e+12,2.14562e+12,2.37181e+12,2.49362e+12,2.55665e+12,2.78783e+12,2.98054e+12,2.93854e+12,3.10868e+12,3.38244e+12,3.3528e+12,3.25989e+12,3.62814e+12,4.22483e+12,4.92704e+12,5.62913e+12,6.66649e+12,7.52037e+12,7.25998e+12,8.80025e+12,9.65188e+12,1.00962e+13,1.02509e+13,1.06034e+13,1.00824e+13,1.03078e+13,1.11376e+13,1.12148e+13,1.15273e+13,1.06682e+13,NA
1.54612e+11,1.55148e+11,1.58364e+11,1.76704e+11,2.02684e+11,2.25588e+11,2.5207e+11,2.73143e+11,3.01161e+11,3.46812e+11,4.0884e+11,4.53663e+11,5.62932e+11,7.41791e+11,8.54593e+11,9.35707e+11,1.02873e+12,1.22584e+12,1.5466e+12,1.67978e+12,1.81578e+12,2.00169e+12,1.96215e+12,2.08771e+12,2.23577e+12,2.35918e+12,3.08213e+12,3.61899e+12,4.35413e+12,4.53531e+12,4.73721e+12,5.3482e+12,5.84375e+12,6.53538e+12,7.40257e+12,8.40562e+12,8.09946e+12,7.74301e+12,6.92833e+12,7.73879e+12,8.37329e+12,7.78715e+12,7.90972e+12,8.69641e+12,9.75366e+12,1.04062e+13,1.10282e+13,1.2322e+13,1.42067e+13,1.46195e+13,1.70323e+13,1.97519e+13,2.11318e+13,2.13676e+13,2.20384e+13,2.19514e+13,2.27207e+13,2.42685e+13,2.64163e+13,2.69815e+13,2.70974e+13,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94775e+11,8.68692e+11,9.23174e+11,8.89978e+11,8.23302e+11,8.10776e+11,7.03973e+11,7.59109e+11,7.66262e+11,7.96908e+11,7.47203e+11,6.27736e+11,7.00114e+11,6.95454e+11,7.96769e+11,1.00502e+12,1.33099e+12,1.68805e+12,2.07208e+12,2.68405e+12,3.32469e+12,2.6119e+12,3.11937e+12,3.85333e+12,4.08533e+12,4.34102e+12,4.04579e+12,3.09913e+12,2.96586e+12,3.32988e+12,3.42399e+12,3.49393e+12,3.2224e+12,NA
NA,NA,NA,NA,NA,NA,7.38711e+11,7.95546e+11,8.32191e+11,9.20458e+11,1.01819e+12,1.14828e+12,1.3759e+12,1.74759e+12,1.9747e+12,2.30688e+12,2.39799e+12,2.71764e+12,3.31686e+12,4.05757e+12,4.59583e+12,4.09038e+12,3.94178e+12,3.82395e+12,3.67534e+12,3.80344e+12,5.19139e+12,6.41494e+12,7.14063e+12,7.23585e+12,8.85235e+12,9.13312e+12,9.80129e+12,9.0029e+12,9.41318e+12,1.08719e+13,1.10963e+13,1.0521e+13,1.07947e+13,1.06748e+13,1.00626e+13,1.0163e+13,1.11335e+13,1.35375e+13,1.57769e+13,1.67845e+13,1.81784e+13,2.12457e+13,2.33753e+13,2.05611e+13,2.10258e+13,2.33141e+13,2.24623e+13,2.34812e+13,2.38118e+13,2.05133e+13,2.04537e+13,2.16801e+13,2.3224e+13,2.2934e+13,2.21216e+13,NA
2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726e+11,99290381000,99937696000,1.04296e+11,1.07562e+11,1.08108e+11,98808010000,NA
NA,NA,NA,NA,NA,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908177,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426e+11,1.30438e+11,1.62818e+11,1.89147e+11,2.18984e+11,2.3599e+11,2.79117e+11,2.88434e+11,3.05595e+11,3.29367e+11,3.32442e+11,2.35734e+11,2.49713e+11,3.03081e+11,3.65253e+11,NA
2.44833e+11,2.68965e+11,2.98819e+11,3.35342e+11,3.73024e+11,4.0774e+11,4.44883e+11,4.83419e+11,5.18992e+11,5.79333e+11,6.42618e+11,7.28351e+11,8.79866e+11,1.14224e+12,1.29537e+12,1.502e+12,1.5675e+12,1.78298e+12,2.18334e+12,2.64483e+12,2.96218e+12,2.57437e+12,2.49249e+12,2.43161e+12,2.3324e+12,2.39618e+12,3.36291e+12,4.15943e+12,4.57452e+12,4.67269e+12,5.88069e+12,6.11412e+12,6.74562e+12,6.17247e+12,6.51562e+12,7.51571e+12,7.6046e+12,6.95226e+12,7.14927e+12,7.11618e+12,6.4955e+12,6.59632e+12,7.19993e+12,8.86229e+12,1.01604e+13,1.05235e+13,1.1184e+13,1.28791e+13,1.41583e+13,1.29385e+13,1.26413e+13,1.36374e+13,1.26382e+13,1.31954e+13,1.35089e+13,1.16744e+13,1.19726e+13,1.26775e+13,1.36989e+13,1.34136e+13,1.3021e+13,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,1.14777e+11,1.18507e+11,1.32449e+11,1.606e+11,2.14602e+11,2.32767e+11,2.02808e+11,1.95997e+11,1.70951e+11,1.72103e+11,1.80793e+11,2.51321e+11,3.18748e+11,3.7616e+11,4.14757e+11,5.36559e+11,5.77166e+11,6.30916e+11,5.25076e+11,5.30563e+11,6.14609e+11,6.42589e+11,5.90077e+11,6.19215e+11,6.34908e+11,5.98363e+11,6.2783e+11,7.08757e+11,9.07492e+11,1.06906e+12,1.15372e+12,1.2604e+12,1.474e+12,1.63186e+12,1.49147e+12,1.42211e+12,1.48071e+12,1.32474e+12,1.35514e+12,1.37122e+12,1.1956e+12,1.23291e+12,1.31254e+12,1.42099e+12,1.39305e+12,1.28148e+12,NA
