"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30489500905,31045591753,30650285472,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81770791971,84269348327,95912590628,1.07645e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25931e+11,8.20813e+11,9.90429e+11,1.28202e+12,1.45175e+12,1.69088e+12,1.77005e+12,2.0049e+12,2.4427e+12,2.95284e+12,3.30318e+12,2.87998e+12,2.77738e+12,2.70207e+12,2.6034e+12,2.67766e+12,3.74404e+12,4.63125e+12,5.08429e+12,5.19367e+12,6.49847e+12,6.73602e+12,7.40629e+12,6.76111e+12,7.16187e+12,8.29603e+12,8.43152e+12,7.73376e+12,7.96979e+12,7.92575e+12,7.2761e+12,7.39382e+12,8.08384e+12,9.93188e+12,1.1419e+13,1.19108e+13,1.27139e+13,1.47288e+13,1.62976e+13,1.47638e+13,1.45576e+13,1.57595e+13,1.46362e+13,1.52997e+13,1.56521e+13,1.35519e+13,1.38933e+13,1.4766e+13,1.59782e+13,1.56894e+13,1.52919e+13,NA
NA,NA,NA,NA,NA,NA,NA,NA,39863693121,44446079179,54246662414,55026049504,62969871545,77193942702,1.14729e+11,1.28806e+11,1.51629e+11,1.6686e+11,1.83744e+11,2.32121e+11,2.88549e+11,4.04005e+11,3.88019e+11,3.2997e+11,2.97454e+11,3.09653e+11,3.02043e+11,3.13917e+11,3.11502e+11,2.91389e+11,4.51158e+11,2.7152e+11,2.74236e+11,2.62599e+11,2.63751e+11,3.17315e+11,3.34175e+11,3.79242e+11,3.84222e+11,4.27552e+11,5.01197e+11,4.93643e+11,4.80158e+11,4.97905e+11,6.26603e+11,7.85464e+11,9.68117e+11,1.18189e+12,1.50865e+12,1.43929e+12,1.68911e+12,1.53948e+12,1.73813e+12,1.80653e+12,1.9587e+12,1.56034e+12,1.40779e+12,1.44015e+12,1.57283e+12,1.66177e+12,1.50864e+12,NA
5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09059e+11,1.19012e+11,1.41438e+11,1.27774e+11,1.12533e+11,89214114708,1.033e+11,1.3419e+11,1.32129e+11,1.26912e+11,1.34039e+11,1.35264e+11,1.2602e+11,1.29533e+11,1.40404e+11,1.71652e+11,1.97479e+11,2.04885e+11,2.17089e+11,2.56378e+11,2.85716e+11,2.53498e+11,2.49424e+11,2.75604e+11,2.5829e+11,2.71362e+11,2.74863e+11,2.34534e+11,2.40771e+11,2.55648e+11,2.75715e+11,2.68508e+11,2.69595e+11,NA
112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235665809,1194122694,1123107276,1177997414,1141123440,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1532401863,1636074718,1825763268,1970347721,2128696644,2090184941,1653160862,1936484565,1678239218,1652464201,1833279985,2300453634,2708078477,2980484920,3076305453,3378314600,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204230,5353404422,5581371848,5496264766,4533883782,NA
62225478001,67461644222,75607529810,84759195106,94007851047,1.01537e+11,1.10046e+11,1.18973e+11,1.29785e+11,1.41903e+11,1.48456e+11,1.65967e+11,2.03494e+11,2.6443e+11,2.85552e+11,3.60832e+11,3.72319e+11,4.10279e+11,5.06708e+11,6.13953e+11,7.01288e+11,6.15552e+11,5.84878e+11,5.59869e+11,5.30684e+11,5.53138e+11,7.71471e+11,9.34173e+11,1.01885e+12,1.02521e+12,1.26918e+12,1.26928e+12,1.40147e+12,1.32282e+12,1.39398e+12,1.60109e+12,1.60568e+12,1.45288e+12,1.50311e+12,1.49315e+12,1.36564e+12,1.37766e+12,1.50141e+12,1.84454e+12,2.11963e+12,2.19695e+12,2.32054e+12,2.66059e+12,2.9303e+12,2.70089e+12,2.64519e+12,2.86516e+12,2.68367e+12,2.81188e+12,2.85596e+12,2.43919e+12,2.47296e+12,2.59515e+12,2.79096e+12,2.72887e+12,2.63032e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107882641,1120280382,1058702725,1147654635,1262669892,1494011567,1688237552,1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2738832687,2899226098,3051341336,3126293220,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106500000,NA,NA,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408057100,410083600,NA
141468978.4,167637908.5,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5080483464,5023265365,5335451308,6511903657,7770219480,9582783318,10327598801,12455410056,15571349776,12113699661,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771,16867325127,16874405840,15316826192,NA
73233967692,77741965703,81247564157,86561961812,94407558351,1.01825e+11,1.08573e+11,1.13117e+11,1.0776e+11,1.16465e+11,1.30672e+11,1.48114e+11,1.69965e+11,1.92538e+11,2.06131e+11,2.41757e+11,2.32615e+11,2.63066e+11,3.35883e+11,4.38994e+11,5.64948e+11,5.40766e+11,5.15049e+11,4.89618e+11,4.61487e+11,4.89285e+11,6.01453e+11,7.45163e+11,9.10123e+11,9.26885e+11,1.09317e+12,1.1428e+12,1.17966e+12,1.06139e+12,1.14049e+12,1.34642e+12,1.42151e+12,1.55957e+12,1.65339e+12,1.68576e+12,1.66213e+12,1.64391e+12,1.78408e+12,2.05709e+12,2.42181e+12,2.54483e+12,2.71706e+12,3.10618e+12,2.93888e+12,2.4258e+12,2.49111e+12,2.67489e+12,2.71916e+12,2.80329e+12,3.08717e+12,2.95657e+12,2.72285e+12,2.69902e+12,2.90079e+12,2.87867e+12,2.7598e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094935187,3510520231,3613498175,2800026339,3057475289,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916,17599700091,17477255562,15846489611,NA
1217230038,1302674264,1382515590,1540797517,1731296119,2053462872,2126300573,1747187539,1666910166,1962051319,2215029450,2417107708,2112292945,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68337537816,68532281806,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995186721,2041538040,2384295982,2432029434,2666750686,3015058139,3284620543,3279096606,3383092828,3693710533,3868968302,3783700462,3588375477,3461282543,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13513809258,15681050917,NA
NA,NA,NA,NA,NA,NA,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1812529105,1868086275,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,371095510,392621385.9,417806667.1,477458598.7,532062927.4,587029054.4,592365688.1,696910810.9,868154708.5,830126470,849878424.2,1099818652,989271229.6,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1439638443,1431758243,NA
NA,NA,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,NA,NA,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012189,11417278045,10021856754,NA
4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05143e+11,1.16225e+11,1.08809e+11,1.16602e+11,1.36878e+11,1.45862e+11,1.43158e+11,1.44428e+11,1.42589e+11,1.30458e+11,1.36309e+11,1.54564e+11,2.0237e+11,2.40964e+11,2.47875e+11,2.73547e+11,3.18903e+11,3.55909e+11,3.31309e+11,2.97125e+11,2.82996e+11,2.42029e+11,2.38908e+11,2.35458e+11,1.95684e+11,1.93148e+11,1.99844e+11,2.12049e+11,2.05144e+11,1.88835e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061640741,1125685185,1166523556,1212694407,1042100556,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2851610656,3040414278,2982247279,NA,NA
1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1.904e+09,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632171,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.394e+09,3.569e+09,3.869e+09,4.213e+09,4.238e+09,4.397e+09,4.658e+09,4.828e+09,4.949e+09,4.984e+09,5.265e+09,5.399e+09,5.61e+09,5.799e+09,5.901e+09,6.013e+09,6.06e+09,6.364e+09,5.844e+09,NA
170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,4.82e+08,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,2379818383,2730971150,3025187924,3165663153,3432913073,3691384318,4063089192,4167800259,4127659492,4279840194,4482697337,4748174334,4787636237,5173760192,5471256595,NA
1.06582e+12,1.12819e+12,1.21784e+12,1.31189e+12,1.43197e+12,1.55505e+12,1.7059e+12,1.83025e+12,1.98478e+12,2.18367e+12,2.38569e+12,2.64852e+12,3.07233e+12,3.7175e+12,4.19146e+12,4.67695e+12,5.09646e+12,5.77166e+12,6.91603e+12,7.99644e+12,8.931e+12,9.06598e+12,8.98115e+12,9.27315e+12,9.67298e+12,1.01566e+13,1.23334e+13,1.42954e+13,1.60992e+13,1.68464e+13,1.8934e+13,2.00348e+13,2.15557e+13,2.17207e+13,2.33797e+13,2.59624e+13,2.61856e+13,2.5737e+13,2.58278e+13,2.71371e+13,2.77062e+13,2.74255e+13,2.86016e+13,3.20488e+13,3.56709e+13,3.77091e+13,3.98225e+13,4.35441e+13,4.6327e+13,4.34407e+13,4.55013e+13,4.91272e+13,4.91584e+13,4.97546e+13,5.08541e+13,4.80606e+13,4.91043e+13,5.13484e+13,5.45642e+13,5.50456e+13,5.34611e+13,NA
1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272e+11,1.20354e+11,1.35812e+11,1.44653e+11,1.59717e+11,1.77353e+11,1.68886e+11,1.65768e+11,1.71668e+11,1.69403e+11,1.66349e+11,1.61385e+11,1.691e+11,1.8157e+11,1.93536e+11,2.11597e+11,2.1928e+11,2.14046e+11,2.28638e+11,2.48514e+11,2.62629e+11,2.75697e+11,2.91459e+11,3.09384e+11,3.20838e+11,3.41244e+11,3.61692e+11,3.63016e+11,3.46586e+11,NA
335650000,356200000,387750000,410200000,4.57e+08,508650000,549950000,598100000,646800000,668000050,7.23e+08,7.31e+08,802999950,912499950,1034500000,1.124e+09,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103826902,7565854724,7775251510,8140278401,8772169959,9672023050,10841724917,12275500116,13789443623,14486159608,15729649159,17588098575,18400538859,18372173381,19618567250,20833948800,21566622850,22975415842,23900438564,24915522849,23662231634,NA
17418918605,17870143017,19448655144,23465052191,20962585729,24482824415,26660840619,26116080029,27635788373,30708658406,32187736280,34658542639,37748208796,45656986573,55656405219,63584773949,67510535261,79369158171,91686116922,1.02492e+11,1.09154e+11,1.07907e+11,1.08256e+11,1.02744e+11,1.0261e+11,1.07746e+11,1.24598e+11,1.39113e+11,1.38427e+11,1.33718e+11,1.39532e+11,1.41173e+11,1.31808e+11,1.36774e+11,1.16155e+11,1.35564e+11,1.46951e+11,1.53029e+11,1.6192e+11,1.62689e+11,1.76406e+11,1.71488e+11,1.84613e+11,2.08996e+11,2.40918e+11,2.7687e+11,3.2649e+11,3.9147e+11,4.6555e+11,4.64073e+11,5.04925e+11,5.59477e+11,5.79142e+11,6.50021e+11,6.87772e+11,6.60138e+11,6.68494e+11,7.20194e+11,7.68422e+11,7.89832e+11,7.97697e+11,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22717081925,24075166261,24091170703,25792876644,23677307509,21839780971,23273640257,27074550258,34985749883,41958833541,45780237257,50860788253,60542673503,70750646248,63084004705,60426018629,63169910822,57192346923,58889082315,58330289757,50163192883,52295158344,56214427431,62247874949,62246206341,57203783203,NA
273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,3.72e+08,466800000,565400000,681400000,8.79e+08,9.47e+08,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2.318e+09,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6813577558,6331961555,6058134467,4826827577,6036959915,7184064657,7518107787,9522763154,10485225353,11597014807,11859315079,13008754111,13708926466,14902474091,15139264670,14833154472,13987693739,15035560373,16455034353,14785839383,14508218017,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,1.04141e+11,1.13237e+11,1.15751e+11,1.40228e+11,1.58374e+11,1.31114e+11,1.32231e+11,1.42e+11,1.28857e+11,1.35733e+11,1.41079e+11,1.2521e+11,1.28636e+11,1.43136e+11,1.60587e+11,1.63526e+11,1.55808e+11,NA
3.23995e+11,3.09474e+11,3.16983e+11,3.40014e+11,3.84791e+11,4.22344e+11,4.35934e+11,4.47456e+11,4.72298e+11,5.27216e+11,5.73189e+11,6.25665e+11,7.04431e+11,9.1214e+11,1.14971e+12,1.24189e+12,1.34583e+12,1.52499e+12,1.64374e+12,1.96557e+12,2.32638e+12,2.50896e+12,2.4842e+12,2.44427e+12,2.48967e+12,2.64223e+12,2.75003e+12,2.81261e+12,3.02961e+12,3.08823e+12,3.55256e+12,3.44061e+12,3.62816e+12,3.91182e+12,4.32421e+12,4.91011e+12,5.36181e+12,5.68543e+12,5.52033e+12,5.37618e+12,5.85063e+12,5.92239e+12,6.01238e+12,6.75936e+12,8.05754e+12,9.63469e+12,1.14216e+13,1.41919e+13,1.70331e+13,1.65246e+13,2.00692e+13,2.36961e+13,2.51891e+13,2.66069e+13,2.75043e+13,2.57779e+13,2.59858e+13,2.86801e+13,3.04789e+13,3.11841e+13,2.99006e+13,NA
3.60379e+11,3.49088e+11,3.60331e+11,3.89079e+11,4.31555e+11,4.7514e+11,4.93655e+11,5.05476e+11,5.33436e+11,5.95912e+11,6.53598e+11,7.05466e+11,7.86914e+11,1.00518e+12,1.2767e+12,1.39605e+12,1.50538e+12,1.69839e+12,1.84184e+12,2.19603e+12,2.59914e+12,2.92537e+12,2.87541e+12,2.76541e+12,2.78186e+12,2.94593e+12,3.05754e+12,3.14937e+12,3.35094e+12,3.40653e+12,3.9003e+12,3.79338e+12,3.97909e+12,4.25308e+12,4.66415e+12,5.30235e+12,5.80285e+12,6.14449e+12,5.98822e+12,5.85824e+12,6.38586e+12,6.46081e+12,6.58985e+12,7.40188e+12,8.81395e+12,1.05194e+13,1.24769e+13,1.54279e+13,1.85093e+13,1.79869e+13,2.17356e+13,2.53687e+13,2.69547e+13,2.85276e+13,2.95592e+13,2.77952e+13,2.79441e+13,3.07045e+13,3.26238e+13,3.34226e+13,3.21393e+13,NA
37096406470,39171910998,42212818827,47440359755,46316953287,52062026811,56494440043,56939198533,60012196796,67380577689,78229765508,78473597021,81963883270,94193980134,1.27156e+11,1.52155e+11,1.58343e+11,1.72978e+11,1.96211e+11,2.29029e+11,2.7106e+11,4.00094e+11,3.77712e+11,3.15907e+11,2.91269e+11,3.03566e+11,3.08442e+11,3.34782e+11,3.23105e+11,3.19384e+11,3.47531e+11,3.5286e+11,3.50843e+11,3.40918e+11,3.38986e+11,3.91247e+11,4.40268e+11,4.58039e+11,4.67413e+11,4.82223e+11,5.35655e+11,5.38783e+11,5.78491e+11,6.43576e+11,7.57523e+11,8.8574e+11,1.05664e+12,1.23658e+12,1.47674e+12,1.4629e+12,1.66685e+12,1.67251e+12,1.76543e+12,1.92073e+12,2.05496e+12,2.01649e+12,1.95809e+12,2.02549e+12,2.14613e+12,2.23934e+12,2.23942e+12,NA
12063628121,12910168929,13806056582,14611896046,15945498103,17314123646,18833575076,18930353850,19982313523,22860641669,31424476414,29185197343,32770621913,34960232851,50396446198,57971319765,69959468132,73756457219,80183403491,98426835474,1.26263e+11,2.43041e+11,2.22135e+11,1.68565e+11,1.44656e+11,1.45317e+11,1.31018e+11,1.34041e+11,1.3762e+11,1.32645e+11,1.46299e+11,1.4692e+11,1.47612e+11,1.32706e+11,1.33301e+11,1.56254e+11,1.7245e+11,1.76072e+11,1.73821e+11,1.81553e+11,2.06705e+11,2.06387e+11,2.28079e+11,2.56458e+11,3.12115e+11,3.73174e+11,4.66905e+11,5.38453e+11,6.39782e+11,6.06747e+11,7.09848e+11,8.14198e+11,9.00517e+11,9.77961e+11,1.04923e+12,1.01143e+12,9.42118e+11,9.25119e+11,9.66188e+11,9.98391e+11,9.61669e+11,NA
NA,NA,NA,NA,NA,NA,NA,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,1.06141e+11,1.16622e+11,1.28027e+11,1.58007e+11,1.76892e+11,2.02132e+11,2.2737e+11,2.15749e+11,95445547873,1.40001e+11,1.65021e+11,1.60447e+11,1.95661e+11,2.34772e+11,2.56837e+11,2.85869e+11,3.64571e+11,4.32217e+11,5.10229e+11,5.3958e+11,7.55094e+11,8.92969e+11,9.1787e+11,9.12524e+11,8.90815e+11,8.60854e+11,9.31877e+11,1.01562e+12,1.04227e+12,1.11909e+12,1.05842e+12,NA
25827821262,27069024092,29292286517,33956035134,31226319629,35798033953,38793754890,39158109671,41237121777,45818566360,47655485007,50449482123,50107543253,60636761247,78236195877,96279276874,89209070595,1.00499e+11,1.17973e+11,1.32183e+11,1.45286e+11,1.49798e+11,1.49495e+11,1.44041e+11,1.44684e+11,1.56716e+11,1.77325e+11,2.01224e+11,1.85373e+11,1.86751e+11,2.01175e+11,2.0601e+11,2.03211e+11,2.08796e+11,2.06209e+11,2.35494e+11,2.68528e+11,2.82848e+11,2.94743e+11,3.01761e+11,3.29946e+11,3.33462e+11,3.51287e+11,3.88011e+11,4.4616e+11,5.13203e+11,5.89855e+11,6.98503e+11,8.37509e+11,8.56827e+11,9.57678e+11,8.58491e+11,8.649e+11,9.42771e+11,1.00573e+12,1.00506e+12,1.01597e+12,1.10037e+12,1.17994e+12,1.24094e+12,1.27844e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7315388052,NA,NA
37029883875,39232435784,42161481859,48421923459,56480289941,59554854575,45865462034,50134942203,53085455871,58447995017,62422483055,67350988021,71463193830,85515269586,99525899116,98472796457,1.02717e+11,1.21487e+11,1.373e+11,1.52992e+11,1.86325e+11,1.93491e+11,2.00715e+11,2.18262e+11,2.12158e+11,2.32512e+11,2.48986e+11,2.79034e+11,2.96589e+11,2.96042e+11,3.20979e+11,2.70105e+11,2.88208e+11,2.79296e+11,3.27276e+11,3.60282e+11,3.92897e+11,4.15868e+11,4.21351e+11,4.5882e+11,4.68395e+11,4.85441e+11,5.14938e+11,6.07699e+11,7.09149e+11,8.20382e+11,9.4026e+11,1.21674e+12,1.1989e+12,1.34189e+12,1.67562e+12,1.82305e+12,1.82764e+12,1.85672e+12,2.03913e+12,2.10359e+12,2.2948e+12,2.65147e+12,2.70111e+12,2.8705e+12,2.66025e+12,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
